Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,477448,-,-,-,40.01,-105.26,0,1629,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,Cloud Fill Flag,GHI,Ozone,Relative Humidity,Wind Direction,Wind Speed,Pressure,Precipitable Water
2020,1,2,18,30,3.8000000000000003,0,0,484,0.34,41.06,335,2.7,814,0.5
2020,1,2,19,30,4.1000000000000005,0,0,489,0.34,39.62,329,2.6,814,0.5
2020,1,2,20,30,3.9000000000000004,4,1,385,0.34,39.57,319,2.4000000000000004,814,0.5
2020,1,2,21,30,2.8000000000000003,0,0,289,0.34,43.800000000000004,311,1.7000000000000002,814,0.5
2020,1,2,22,30,0.6000000000000001,0,0,180,0.339,55.42,315,1,815,0.5
2020,1,2,23,30,-1.2000000000000002,4,5,20,0.339,56.14,311,1,816,0.4
2020,1,3,0,30,-1.8,7,0,0,0.338,54.050000000000004,295,1.6,817,0.4
2020,1,3,1,30,-2.4000000000000004,7,0,0,0.338,53.68,286,2.1,818,0.4
2020,1,3,2,30,-3,6,0,0,0.338,54.38,277,2.2,818,0.30000000000000004
2020,1,3,3,30,-3.5,7,0,0,0.34,55.35,275,2.2,819,0.30000000000000004
2020,1,3,4,30,-4,7,0,0,0.342,55.95,279,2.2,820,0.4
2020,1,3,5,30,-4.4,0,0,0,0.34400000000000003,56.300000000000004,281,2.3000000000000003,820,0.4
2020,1,3,6,30,-4.800000000000001,0,0,0,0.34500000000000003,56.660000000000004,281,2.5,820,0.4
2020,1,3,7,30,-5.1000000000000005,0,0,0,0.34400000000000003,56.370000000000005,281,2.8000000000000003,821,0.4
2020,1,3,8,30,-5.300000000000001,0,0,0,0.34400000000000003,55.6,280,3.1,821,0.4
2020,1,3,9,30,-5.5,7,0,0,0.34400000000000003,55.04,279,3.1,821,0.4
2020,1,3,10,30,-5.9,7,0,0,0.342,55.26,279,3,822,0.4
2020,1,3,11,30,-6.2,0,0,0,0.34,55.120000000000005,278,3,822,0.5
2020,1,3,12,30,-6.300000000000001,0,0,0,0.337,54.480000000000004,274,3,822,0.5
2020,1,3,13,30,-6.1000000000000005,0,0,0,0.334,53.4,269,3.1,823,0.5
2020,1,3,14,30,-4.7,0,0,12,0.332,49.19,262,3.6,823,0.6000000000000001
2020,1,3,15,30,-2.1,0,0,150,0.329,44.89,261,4.6000000000000005,823,0.6000000000000001
2020,1,3,16,30,0.7000000000000001,0,0,300,0.326,41.04,271,5.6000000000000005,823,0.6000000000000001
2020,1,3,17,30,2.9000000000000004,0,0,406,0.322,39.800000000000004,283,6,823,0.7000000000000001
2020,1,3,18,30,4.1000000000000005,0,0,477,0.319,40.15,289,6.1000000000000005,822,0.7000000000000001
2020,1,3,19,30,4.6000000000000005,0,0,483,0.316,40.65,293,6.2,822,0.7000000000000001
2020,1,3,20,30,4.6000000000000005,0,0,431,0.313,42.08,294,5.9,822,0.7000000000000001
2020,1,3,21,30,3.8000000000000003,0,0,325,0.311,46.25,292,5.1000000000000005,823,0.7000000000000001
2020,1,3,22,30,2.1,0,0,179,0.308,53.88,291,4.5,823,0.7000000000000001
2020,1,3,23,30,0.6000000000000001,0,0,29,0.306,56.9,289,4.3,824,0.7000000000000001
2020,1,4,0,30,0,0,0,0,0.305,57,286,4.4,825,0.7000000000000001
2020,1,4,1,30,-0.2,0,0,0,0.304,56.56,284,4.5,825,0.7000000000000001
2020,1,4,2,30,-0.4,0,0,0,0.304,56.81,283,4.5,826,0.7000000000000001
2020,1,4,3,30,-0.5,0,0,0,0.304,56.46,282,4.4,826,0.7000000000000001
2020,1,4,4,30,-0.8,0,0,0,0.304,56.85,280,4.1000000000000005,827,0.6000000000000001
2020,1,4,5,30,-1,0,0,0,0.304,56.72,278,3.9000000000000004,827,0.6000000000000001
2020,1,4,6,30,-1.2000000000000002,0,0,0,0.302,56.120000000000005,278,4,827,0.6000000000000001
2020,1,4,7,30,-1.3,0,0,0,0.3,55.06,278,4.2,827,0.7000000000000001
2020,1,4,8,30,-1.3,0,0,0,0.298,53.92,276,4.2,827,0.7000000000000001
2020,1,4,9,30,-1.1,7,0,0,0.297,52.63,273,4.3,827,0.8
2020,1,4,10,30,-0.8,0,0,0,0.297,51.52,272,4.4,827,0.8
2020,1,4,11,30,-0.6000000000000001,0,0,0,0.297,51.38,272,4.5,827,0.8
2020,1,4,12,30,-0.6000000000000001,4,0,0,0.297,52.75,271,4.5,827,0.7000000000000001
2020,1,4,13,30,-0.6000000000000001,7,0,0,0.297,54.21,268,4.6000000000000005,827,0.7000000000000001
2020,1,4,14,30,0.6000000000000001,7,4,7,0.297,51.22,268,4.800000000000001,827,0.7000000000000001
2020,1,4,15,30,3,0,0,148,0.297,46.84,266,4.800000000000001,827,0.7000000000000001
2020,1,4,16,30,5.6000000000000005,7,0,215,0.295,44.22,261,4.3,827,0.6000000000000001
2020,1,4,17,30,7.9,7,0,271,0.294,42.84,252,3.5,826,0.6000000000000001
2020,1,4,18,30,9.8,6,0,246,0.292,40.65,244,2.8000000000000003,825,0.5
2020,1,4,19,30,10.8,7,0,379,0.292,39.49,238,2.3000000000000003,824,0.5
2020,1,4,20,30,10.3,7,0,361,0.292,44.74,236,1.9000000000000001,823,0.5
2020,1,4,21,30,8.5,7,0,275,0.292,51.050000000000004,231,1.5,823,0.5
2020,1,4,22,30,6.6000000000000005,7,7,150,0.293,54.050000000000004,239,1.5,823,0.5
2020,1,4,23,30,5,7,4,22,0.293,53.63,260,2.5,823,0.5
2020,1,5,0,30,3.4000000000000004,0,0,0,0.293,57.31,273,3.8000000000000003,824,0.5
2020,1,5,1,30,2.4000000000000004,0,0,0,0.293,58.78,275,4.6000000000000005,825,0.5
2020,1,5,2,30,2,0,0,0,0.294,56.29,274,5,826,0.4
2020,1,5,3,30,1.6,0,0,0,0.295,54.19,272,5.300000000000001,826,0.30000000000000004
2020,1,5,4,30,1.2000000000000002,0,0,0,0.294,53.870000000000005,274,5.4,826,0.30000000000000004
2020,1,5,5,30,1,0,0,0,0.293,54.13,280,5.4,827,0.30000000000000004
2020,1,5,6,30,0.8,0,0,0,0.292,54.71,288,5.300000000000001,828,0.30000000000000004
2020,1,5,7,30,0.30000000000000004,0,0,0,0.29,55.88,293,5,828,0.30000000000000004
2020,1,5,8,30,-0.30000000000000004,0,0,0,0.28800000000000003,56.95,296,4.4,829,0.30000000000000004
2020,1,5,9,30,-1.1,0,0,0,0.28600000000000003,58.29,297,3.6,829,0.30000000000000004
2020,1,5,10,30,-2,0,0,0,0.28500000000000003,60.13,300,2.5,829,0.30000000000000004
2020,1,5,11,30,-3,0,0,0,0.28500000000000003,62.32,318,1.3,829,0.30000000000000004
2020,1,5,12,30,-3.7,0,0,0,0.28600000000000003,63.2,194,0.6000000000000001,829,0.30000000000000004
2020,1,5,13,30,-4,0,0,0,0.28600000000000003,62.58,105,0.7000000000000001,829,0.30000000000000004
2020,1,5,14,30,-3.2,0,0,13,0.28800000000000003,57.47,158,1.4000000000000001,829,0.30000000000000004
2020,1,5,15,30,-1.3,0,0,157,0.29,51.77,149,2.1,830,0.30000000000000004
2020,1,5,16,30,1.1,0,0,310,0.292,46.03,131,2.6,830,0.4
2020,1,5,17,30,3.2,0,0,379,0.293,38.56,123,3.2,829,0.4
2020,1,5,18,30,4.5,4,0,391,0.293,36.2,120,3.6,828,0.4
2020,1,5,19,30,5.300000000000001,4,0,401,0.292,35.38,116,3.6,826,0.4
2020,1,5,20,30,5.4,4,0,318,0.292,36.35,108,3.4000000000000004,825,0.4
2020,1,5,21,30,4.4,0,0,338,0.293,40.84,101,2.7,824,0.4
2020,1,5,22,30,2,4,4,161,0.296,53.14,101,1.7000000000000002,824,0.5
2020,1,5,23,30,-0.30000000000000004,0,0,35,0.3,57.58,128,0.9,824,0.5
2020,1,6,0,30,-1.6,0,0,0,0.305,60.67,193,0.8,824,0.6000000000000001
2020,1,6,1,30,-2,4,0,0,0.31,62.6,244,1.1,824,0.6000000000000001
2020,1,6,2,30,-2,4,0,0,0.315,62.63,255,1.5,824,0.5
2020,1,6,3,30,-1.9000000000000001,4,0,0,0.321,62.79,263,1.7000000000000002,824,0.5
2020,1,6,4,30,-1.9000000000000001,7,0,0,0.328,62.82,281,2,824,0.4
2020,1,6,5,30,-1.9000000000000001,0,0,0,0.335,61.44,294,2.6,825,0.4
2020,1,6,6,30,-2.2,0,0,0,0.34,58.94,294,3.3000000000000003,825,0.30000000000000004
2020,1,6,7,30,-2.8000000000000003,0,0,0,0.34600000000000003,55.99,288,3.9000000000000004,825,0.30000000000000004
2020,1,6,8,30,-3.2,0,0,0,0.353,52.85,284,4.4,826,0.2
2020,1,6,9,30,-3.5,0,0,0,0.355,50.43,282,4.800000000000001,826,0.2
2020,1,6,10,30,-3.8000000000000003,0,0,0,0.354,48.27,281,4.800000000000001,825,0.2
2020,1,6,11,30,-4.2,0,0,0,0.354,47.74,277,4.3,825,0.30000000000000004
2020,1,6,12,30,-4.5,0,0,0,0.354,48.370000000000005,273,3.7,825,0.30000000000000004
2020,1,6,13,30,-4.6000000000000005,4,0,0,0.355,48.800000000000004,273,3.6,826,0.30000000000000004
2020,1,6,14,30,-3.7,4,4,6,0.357,45.59,278,4.3,826,0.30000000000000004
2020,1,6,15,30,-2,4,7,67,0.36,41.47,287,5.7,827,0.2
2020,1,6,16,30,-0.6000000000000001,0,0,286,0.361,36.38,296,7.1000000000000005,828,0.2
2020,1,6,17,30,0.1,0,0,440,0.361,31.490000000000002,299,7.5,828,0.2
2020,1,6,18,30,0.6000000000000001,0,0,507,0.36,29.95,299,7.4,828,0.2
2020,1,6,19,30,0.9,0,0,514,0.358,29.61,300,7.2,827,0.2
2020,1,6,20,30,1,0,0,454,0.354,30.57,299,6.800000000000001,828,0.30000000000000004
2020,1,6,21,30,0.5,0,0,345,0.34900000000000003,33.07,296,6,828,0.30000000000000004
2020,1,6,22,30,-0.9,0,0,195,0.34400000000000003,39.07,288,4.800000000000001,828,0.30000000000000004
2020,1,6,23,30,-2.4000000000000004,0,0,37,0.34,46.52,279,4.1000000000000005,828,0.4
2020,1,7,0,30,-2.9000000000000004,7,0,0,0.336,49.15,274,4.1000000000000005,828,0.4
2020,1,7,1,30,-3,7,0,0,0.335,49.79,271,4.3,827,0.4
2020,1,7,2,30,-2.9000000000000004,0,0,0,0.335,49.52,268,4.5,827,0.4
2020,1,7,3,30,-2.8000000000000003,0,0,0,0.334,49.050000000000004,267,4.6000000000000005,827,0.4
2020,1,7,4,30,-2.7,7,0,0,0.333,48.17,266,4.800000000000001,826,0.5
2020,1,7,5,30,-2.5,7,0,0,0.331,47.43,267,5.2,826,0.5
2020,1,7,6,30,-2.3000000000000003,0,0,0,0.33,47.49,270,5.7,826,0.5
2020,1,7,7,30,-2.2,0,0,0,0.331,47.64,273,6,826,0.5
2020,1,7,8,30,-2.2,0,0,0,0.331,48.58,275,6.2,826,0.4
2020,1,7,9,30,-2.1,7,0,0,0.329,49.54,277,6.2,826,0.4
2020,1,7,10,30,-2,7,0,0,0.327,50.45,276,6.1000000000000005,826,0.4
2020,1,7,11,30,-1.9000000000000001,0,0,0,0.325,51.5,274,5.800000000000001,826,0.4
2020,1,7,12,30,-1.9000000000000001,0,0,0,0.322,53.15,273,5.5,827,0.4
2020,1,7,13,30,-1.8,7,0,0,0.32,54.01,273,5.1000000000000005,827,0.4
2020,1,7,14,30,-0.8,7,2,11,0.319,51.2,274,4.9,827,0.4
2020,1,7,15,30,1.6,0,0,154,0.318,46.5,272,4.800000000000001,828,0.4
2020,1,7,16,30,4.2,0,0,311,0.317,42.56,271,4.800000000000001,828,0.4
2020,1,7,17,30,6.1000000000000005,0,0,430,0.316,39.26,272,4.800000000000001,827,0.4
2020,1,7,18,30,7.5,0,0,496,0.313,37.15,271,4.4,827,0.4
2020,1,7,19,30,8.200000000000001,7,1,434,0.31,35.51,267,3.8000000000000003,826,0.4
2020,1,7,20,30,8.1,7,0,348,0.305,36.69,262,3,826,0.4
2020,1,7,21,30,7.1000000000000005,7,0,261,0.302,43.22,263,2.1,826,0.4
2020,1,7,22,30,4.800000000000001,7,4,182,0.299,48.81,272,1.4000000000000001,826,0.4
2020,1,7,23,30,2.6,0,0,38,0.297,52.93,280,1.1,826,0.4
2020,1,8,0,30,1.6,0,0,0,0.294,54.46,277,1.2000000000000002,826,0.4
2020,1,8,1,30,1.2000000000000002,0,0,0,0.29,54.97,269,1.6,826,0.4
2020,1,8,2,30,0.8,7,0,0,0.289,55.410000000000004,263,2.4000000000000004,826,0.4
2020,1,8,3,30,0.2,7,0,0,0.289,56.54,261,2.9000000000000004,825,0.5
2020,1,8,4,30,-0.5,7,0,0,0.29,57.97,263,3.2,824,0.5
2020,1,8,5,30,-0.9,7,0,0,0.291,58.08,264,3.4000000000000004,823,0.5
2020,1,8,6,30,-0.9,7,0,0,0.292,56.72,265,3.4000000000000004,823,0.5
2020,1,8,7,30,-0.8,7,0,0,0.294,54.84,266,3.4000000000000004,822,0.5
2020,1,8,8,30,-0.8,7,0,0,0.295,53.57,265,3.2,821,0.5
2020,1,8,9,30,-0.7000000000000001,6,0,0,0.296,51.97,262,3.1,820,0.5
2020,1,8,10,30,-0.6000000000000001,7,0,0,0.297,50.17,258,2.9000000000000004,820,0.5
2020,1,8,11,30,-0.30000000000000004,7,0,0,0.298,47.51,255,2.8000000000000003,819,0.5
2020,1,8,12,30,-0.2,0,0,0,0.299,45.910000000000004,252,2.6,818,0.5
2020,1,8,13,30,-0.1,0,0,0,0.301,44.57,253,2.7,818,0.5
2020,1,8,14,30,1,0,2,10,0.304,41.13,255,3,817,0.5
2020,1,8,15,30,3.1,7,6,130,0.307,39.07,257,3,816,0.5
2020,1,8,16,30,5.4,0,0,316,0.311,38.51,255,2.6,815,0.5
2020,1,8,17,30,7.800000000000001,0,0,437,0.316,38.77,249,2.6,814,0.5
2020,1,8,18,30,9.5,0,0,510,0.319,34.730000000000004,245,2.9000000000000004,813,0.4
2020,1,8,19,30,9.8,7,0,444,0.321,34.63,246,3.2,812,0.4
2020,1,8,20,30,8.9,0,0,442,0.322,35.47,248,2.9000000000000004,812,0.4
2020,1,8,21,30,7,0,0,355,0.323,38.910000000000004,253,2.2,811,0.4
2020,1,8,22,30,4,0,0,203,0.325,48.42,263,1.7000000000000002,811,0.4
2020,1,8,23,30,1.4000000000000001,0,0,41,0.328,54.29,272,1.7000000000000002,811,0.4
2020,1,9,0,30,-0.1,0,0,0,0.331,57.74,277,1.9000000000000001,811,0.4
2020,1,9,1,30,-0.7000000000000001,0,0,0,0.333,59.52,277,2.2,812,0.4
2020,1,9,2,30,-1,0,0,0,0.335,59.77,275,2.6,812,0.5
2020,1,9,3,30,-1.2000000000000002,0,0,0,0.337,59.18,273,2.7,812,0.5
2020,1,9,4,30,-1.5,0,0,0,0.34,59.45,271,2.4000000000000004,812,0.5
2020,1,9,5,30,-1.7000000000000002,0,0,0,0.34400000000000003,59.64,273,2.2,812,0.5
2020,1,9,6,30,-1.9000000000000001,4,0,0,0.34600000000000003,60.06,279,2,812,0.4
2020,1,9,7,30,-2.2,4,0,0,0.34700000000000003,60.42,284,1.8,813,0.4
2020,1,9,8,30,-2.3000000000000003,7,0,0,0.34800000000000003,58.800000000000004,289,1.6,813,0.4
2020,1,9,9,30,-2.5,0,0,0,0.35000000000000003,57.18,303,1.3,813,0.4
2020,1,9,10,30,-2.8000000000000003,8,0,0,0.353,56.25,327,1,813,0.30000000000000004
2020,1,9,11,30,-3.1,8,0,0,0.355,56.4,347,0.8,814,0.4
2020,1,9,12,30,-3.2,7,0,0,0.356,55.76,191,0.7000000000000001,814,0.4
2020,1,9,13,30,-3.2,6,0,0,0.358,54.34,57,0.6000000000000001,815,0.4
2020,1,9,14,30,-2.7,8,4,7,0.364,52.26,122,0.6000000000000001,815,0.4
2020,1,9,15,30,-1.2000000000000002,0,0,156,0.369,49.32,189,1.1,816,0.4
2020,1,9,16,30,0.8,0,0,312,0.371,41.21,231,1.8,816,0.4
2020,1,9,17,30,2.3000000000000003,0,1,410,0.37,36.51,250,1.8,816,0.4
2020,1,9,18,30,3.2,0,0,428,0.369,33.59,265,1.3,815,0.4
2020,1,9,19,30,3.6,4,0,449,0.367,32.52,266,0.8,814,0.5
2020,1,9,20,30,3.6,4,0,394,0.365,32.660000000000004,202,0.5,814,0.5
2020,1,9,21,30,2.8000000000000003,4,0,202,0.364,35.95,117,0.5,815,0.5
2020,1,9,22,30,1.2000000000000002,7,7,84,0.364,47.69,89,0.8,815,0.5
2020,1,9,23,30,-0.2,7,7,23,0.365,49.61,98,1.1,816,0.5
2020,1,10,0,30,-0.9,7,0,0,0.366,51.82,105,1,816,0.6000000000000001
2020,1,10,1,30,-1.3,7,0,0,0.366,53.61,113,0.6000000000000001,816,0.6000000000000001
2020,1,10,2,30,-1.6,6,0,0,0.365,56.44,195,0.4,816,0.6000000000000001
2020,1,10,3,30,-1.6,6,0,0,0.363,55.980000000000004,278,1,816,0.6000000000000001
2020,1,10,4,30,-1.7000000000000002,7,0,0,0.363,55.59,283,1.6,816,0.6000000000000001
2020,1,10,5,30,-2,7,0,0,0.362,56.6,280,1.9000000000000001,816,0.5
2020,1,10,6,30,-2.5,8,0,0,0.363,57.13,275,2.2,816,0.5
2020,1,10,7,30,-3,4,0,0,0.364,56.51,273,2.5,816,0.4
2020,1,10,8,30,-3.6,8,0,0,0.365,56.03,276,2.6,816,0.4
2020,1,10,9,30,-4.1000000000000005,8,0,0,0.367,55.410000000000004,284,2.5,817,0.4
2020,1,10,10,30,-4.800000000000001,7,0,0,0.369,55.980000000000004,293,2.4000000000000004,817,0.30000000000000004
2020,1,10,11,30,-5.800000000000001,7,0,0,0.371,57.050000000000004,298,2.3000000000000003,818,0.30000000000000004
2020,1,10,12,30,-6.800000000000001,7,0,0,0.372,57.52,296,2.1,819,0.30000000000000004
2020,1,10,13,30,-7.4,7,0,0,0.373,57.2,295,1.7000000000000002,819,0.30000000000000004
2020,1,10,14,30,-6.5,4,4,6,0.376,51.800000000000004,308,1.9000000000000001,820,0.30000000000000004
2020,1,10,15,30,-4.2,4,4,121,0.38,44.99,163,2.4000000000000004,821,0.4
2020,1,10,16,30,-2.3000000000000003,0,0,295,0.384,45.07,14,2.8000000000000003,822,0.4
2020,1,10,17,30,-1.3,4,0,382,0.386,44.95,24,3,822,0.4
2020,1,10,18,30,-1,4,0,431,0.386,44.1,29,2.9000000000000004,822,0.4
2020,1,10,19,30,-1,4,0,492,0.386,43.160000000000004,37,2.6,821,0.4
2020,1,10,20,30,-1.2000000000000002,0,0,465,0.384,42.38,44,2.3000000000000003,821,0.30000000000000004
2020,1,10,21,30,-1.9000000000000001,0,0,358,0.379,43.15,50,1.9000000000000001,822,0.30000000000000004
2020,1,10,22,30,-3.3000000000000003,0,0,208,0.375,45.86,63,1.5,822,0.30000000000000004
2020,1,10,23,30,-5,0,0,48,0.373,52.29,82,1.3,823,0.30000000000000004
2020,1,11,0,30,-6.300000000000001,0,0,0,0.372,56.27,108,1.1,823,0.2
2020,1,11,1,30,-7.2,0,0,0,0.371,56.21,145,1,823,0.2
2020,1,11,2,30,-7.9,0,0,0,0.37,56.52,187,1.1,823,0.2
2020,1,11,3,30,-8.6,0,0,0,0.37,56.120000000000005,222,1.5,823,0.2
2020,1,11,4,30,-9.3,0,0,0,0.371,55.4,240,2,822,0.2
2020,1,11,5,30,-10,0,0,0,0.37,54.69,249,2.6,821,0.2
2020,1,11,6,30,-10.4,4,0,0,0.369,52.59,255,2.8000000000000003,820,0.30000000000000004
2020,1,11,7,30,-10.700000000000001,0,0,0,0.368,52.03,252,2.6,820,0.30000000000000004
2020,1,11,8,30,-10.8,0,0,0,0.367,53.33,246,2.5,820,0.4
2020,1,11,9,30,-10.9,0,0,0,0.366,55.870000000000005,244,2.6,819,0.4
2020,1,11,10,30,-10.700000000000001,0,0,0,0.366,56.49,248,2.9000000000000004,818,0.4
2020,1,11,11,30,-10.3,0,0,0,0.365,55.81,253,3,818,0.4
2020,1,11,12,30,-9.700000000000001,7,0,0,0.364,54.85,254,3,817,0.5
2020,1,11,13,30,-9,7,0,0,0.364,54.46,252,3,817,0.5
2020,1,11,14,30,-7.4,9,5,4,0.363,51,252,2.9000000000000004,817,0.5
2020,1,11,15,30,-4.7,6,6,99,0.363,47.15,251,2.7,817,0.5
2020,1,11,16,30,-1.6,0,0,311,0.364,41.13,261,2.8000000000000003,816,0.5
2020,1,11,17,30,1.5,7,0,308,0.365,36.11,281,3.5,816,0.5
2020,1,11,18,30,3.6,0,0,486,0.364,34.78,294,4,815,0.5
2020,1,11,19,30,4.2,0,0,511,0.364,36.15,300,3.9000000000000004,815,0.5
2020,1,11,20,30,3.9000000000000004,0,0,457,0.365,38.01,304,3.4000000000000004,814,0.5
2020,1,11,21,30,2.8000000000000003,0,0,350,0.367,41.77,306,2.9000000000000004,814,0.6000000000000001
2020,1,11,22,30,0.7000000000000001,0,0,202,0.369,48.9,312,2.1,815,0.6000000000000001
2020,1,11,23,30,-1.3,7,7,27,0.372,53.82,314,1.6,815,0.5
2020,1,12,0,30,-2.1,7,0,0,0.374,54.550000000000004,305,1.5,816,0.5
2020,1,12,1,30,-2.4000000000000004,4,0,0,0.376,54.39,289,1.5,816,0.5
2020,1,12,2,30,-2.6,0,0,0,0.378,53.6,262,1.6,816,0.5
2020,1,12,3,30,-3.1,0,0,0,0.382,55.32,239,1.6,816,0.4
